0.000000,1.600000,-1.700000,-1.500000,1.300000
0.000000,0.750000,0.000000,1.600000,-1.800000
0.001789,0.001789,0.001789,0.001789,0.001789
0.001789,0.001789,0.001789,0.001789,0.001789
0.001789,0.001789,0.001789,0.001789,0.001789
0.001789,0.001789,0.001789,0.001789,0.001789
0.001789,0.001789,0.001789,0.001789,0.001789
0.001789,0.001789,0.002514,0.001789,0.002514
0.001789,0.001789,0.001789,0.002514,0.002514
0.002514,0.001789,0.001789,0.002514,0.001789
0.001789,0.002514,0.002514,0.001789,0.001789
0.002514,0.002514,0.001789,0.001789,0.001789
0.001789,0.001789,0.002941,0.001789,0.002941
0.001789,0.001789,0.001789,0.002941,0.002941
0.002941,0.001789,0.001789,0.002899,0.001789
0.001789,0.002941,0.002899,0.001789,0.001789
0.002941,0.002941,0.001789,0.001789,0.001789
0.001789,0.001789,0.003126,0.001789,0.003126
0.001789,0.001789,0.001789,0.003126,0.003126
0.003126,0.001789,0.001789,0.003103,0.001789
0.001789,0.003126,0.003103,0.001789,0.001789
0.003126,0.003126,0.001789,0.001789,0.001789
