0.000000,1.600000,-1.700000,-1.500000,1.300000
0.000000,0.750000,0.000000,1.600000,-1.800000
0.001817,0.001817,0.001817,0.001817,0.001817
0.001817,0.001817,0.001817,0.001817,0.001817
0.001817,0.001817,0.001817,0.001817,0.001817
0.001817,0.001817,0.001817,0.001817,0.001817
0.001817,0.001817,0.001817,0.001817,0.001817
0.001817,0.001817,0.002544,0.001817,0.002544
0.001817,0.001817,0.001817,0.002544,0.002544
0.002544,0.001817,0.001817,0.002544,0.001817
0.001817,0.002544,0.002544,0.001817,0.001817
0.002544,0.002544,0.001817,0.001817,0.001817
0.001817,0.001817,0.002973,0.001817,0.002930
0.001817,0.001817,0.001817,0.002973,0.002930
0.002973,0.001817,0.001817,0.002930,0.001817
0.001817,0.002973,0.002930,0.001817,0.001817
0.002930,0.002930,0.001817,0.001817,0.001817
0.001817,0.001817,0.003158,0.001817,0.003136
0.001817,0.001817,0.001817,0.003158,0.003136
0.003158,0.001817,0.001817,0.003136,0.001817
0.001817,0.003158,0.003136,0.001817,0.001817
0.003136,0.003136,0.001817,0.001817,0.001817
0.001817,0.001817,0.003257,0.001817,0.003245
0.001817,0.001817,0.001817,0.003257,0.003245
0.003257,0.001817,0.001817,0.003245,0.001817
0.001817,0.003257,0.003245,0.001817,0.001817
0.003245,0.003245,0.001817,0.001817,0.001817
0.001817,0.001817,0.003309,0.001817,0.003303
0.001817,0.001817,0.001817,0.003309,0.003303
0.003309,0.001817,0.001817,0.003303,0.001817
0.001817,0.003309,0.003303,0.001817,0.001817
0.003303,0.003303,0.001817,0.001817,0.001817
0.001817,0.001817,0.003425,0.001817,0.003333
0.001817,0.001817,0.001817,0.003425,0.003333
0.003425,0.001817,0.001817,0.003333,0.001817
0.001817,0.003425,0.003333,0.001817,0.001817
0.003333,0.003333,0.001817,0.001817,0.001817
