0.000000,1.600000,-1.700000,-1.500000,1.300000
0.000000,0.750000,0.000000,1.600000,-1.800000
0.001825,0.001825,0.001825,0.001825,0.001825
0.001825,0.001825,0.001825,0.001825,0.001825
0.001825,0.001825,0.001825,0.001825,0.001825
0.001825,0.001825,0.001825,0.001825,0.001825
0.001825,0.001825,0.001825,0.001825,0.001825
0.001825,0.001825,0.002555,0.001825,0.002555
0.001825,0.001825,0.001825,0.002555,0.002555
0.002555,0.001825,0.001825,0.002555,0.001825
0.001825,0.002555,0.002555,0.001825,0.001825
0.002555,0.002555,0.001825,0.001825,0.001825
